OWNER,OBJECT_NAME,SUBOBJECT_NAME,OBJECT_ID,DATA_OBJECT_ID,OBJECT_TYPE,CREATED,LAST_DDL_TIME,TIMESTAMP,STATUS,TEMPORARY,GENERATED,SECONDARY,NAMESPACE,EDITION_NAME
SYS,GV_$FLASHBACK_DATABASE_LOG,,2190,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$FLASHBACK_DATABASE_LOG,,2191,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$FLASHBACK_DATABASE_STAT,,2192,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$FLASHBACK_DATABASE_STAT,,2193,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$RESTORE_POINT,,2194,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$RESTORE_POINT,,2195,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$ROLLSTAT,,2196,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$ROLLSTAT,,2197,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$UNDOSTAT,,2198,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$UNDOSTAT,,2199,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SGA,,2200,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SGA,,2201,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$CLUSTER_INTERCONNECTS,,2202,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$CLUSTER_INTERCONNECTS,,2203,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$CONFIGURED_INTERCONNECTS,,2204,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$CONFIGURED_INTERCONNECTS,,2205,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$PARAMETER,,2206,,VIEW,2014-05-29 13:10:58,2014-05-29 13:17:50,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$PARAMETER,,2207,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$PARAMETER2,,2208,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$PARAMETER2,,2209,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SYSTEM_PARAMETER,,2210,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SYSTEM_PARAMETER,,2211,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SYSTEM_PARAMETER2,,2212,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SYSTEM_PARAMETER2,,2213,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SPPARAMETER,,2214,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SPPARAMETER,,2215,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$PARAMETER_VALID_VALUES,,2216,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$PARAMETER_VALID_VALUES,,2217,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$ROWCACHE,,2218,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$ROWCACHE,,2219,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$ROWCACHE_PARENT,,2220,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$ROWCACHE_PARENT,,2221,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$ROWCACHE_SUBORDINATE,,2222,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$ROWCACHE_SUBORDINATE,,2223,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$ENABLEDPRIVS,,2224,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$ENABLEDPRIVS,,2225,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$NLS_PARAMETERS,,2226,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$NLS_PARAMETERS,,2227,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$NLS_VALID_VALUES,,2228,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$NLS_VALID_VALUES,,2229,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$LIBRARYCACHE,,2230,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$LIBRARYCACHE,,2231,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$LIBCACHE_LOCKS,,2232,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$LIBCACHE_LOCKS,,2233,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$TYPE_SIZE,,2234,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$TYPE_SIZE,,2235,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$ARCHIVE,,2236,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$ARCHIVE,,2237,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$CIRCUIT,,2238,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$CIRCUIT,,2239,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$DATABASE,,2240,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$DATABASE,,2241,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$INSTANCE,,2242,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$INSTANCE,,2243,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$DISPATCHER,,2244,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$DISPATCHER,,2245,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$DISPATCHER_CONFIG,,2246,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$DISPATCHER_CONFIG,,2247,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$DISPATCHER_RATE,,2248,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$DISPATCHER_RATE,,2249,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$LOGHIST,,2250,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$LOGHIST,,2251,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SQLAREA,,2252,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SQLAREA,,2253,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SQLAREA_PLAN_HASH,,2254,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SQLAREA_PLAN_HASH,,2255,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SQLTEXT,,2256,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SQLTEXT,,2257,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SQLTEXT_WITH_NEWLINES,,2258,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SQLTEXT_WITH_NEWLINES,,2259,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SQL,,2260,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SQL,,2261,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SQL_SHARED_CURSOR,,2262,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SQL_SHARED_CURSOR,,2263,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$DB_PIPES,,2264,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$DB_PIPES,,2265,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$DB_OBJECT_CACHE,,2266,,VIEW,2014-05-29 13:10:58,2014-05-29 13:17:50,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$DB_OBJECT_CACHE,,2267,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$OPEN_CURSOR,,2268,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$OPEN_CURSOR,,2269,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$OPTION,,2270,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$OPTION,,2271,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$VERSION,,2272,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$VERSION,,2273,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$PQ_SESSTAT,,2274,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$PQ_SESSTAT,,2275,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$PQ_SYSSTAT,,2276,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$PQ_SYSSTAT,,2277,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$PQ_SLAVE,,2278,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$PQ_SLAVE,,2279,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$QUEUE,,2280,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$QUEUE,,2281,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SHARED_SERVER_MONITOR,,2282,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SHARED_SERVER_MONITOR,,2283,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$DBLINK,,2284,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$DBLINK,,2285,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$PWFILE_USERS,,2286,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$PWFILE_USERS,,2287,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$REQDIST,,2288,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$REQDIST,,2289,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SGASTAT,,2290,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SGASTAT,,2291,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SGAINFO,,2292,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SGAINFO,,2293,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$WAITSTAT,,2294,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$WAITSTAT,,2295,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$SHARED_SERVER,,2296,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$SHARED_SERVER,,2297,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$TIMER,,2298,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$TIMER,,2299,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$RECOVER_FILE,,2300,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$RECOVER_FILE,,2301,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$BACKUP,,2302,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$BACKUP,,2303,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$BACKUP_SET,,2304,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$BACKUP_SET,,2305,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$BACKUP_PIECE,,2306,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$BACKUP_PIECE,,2307,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$BACKUP_DATAFILE,,2308,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$BACKUP_DATAFILE,,2309,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$BACKUP_SPFILE,,2310,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$BACKUP_SPFILE,,2311,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$BACKUP_REDOLOG,,2312,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$BACKUP_REDOLOG,,2313,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$BACKUP_CORRUPTION,,2314,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$BACKUP_CORRUPTION,,2315,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$COPY_CORRUPTION,,2316,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$COPY_CORRUPTION,,2317,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$DATABASE_BLOCK_CORRUPTION,,2318,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$DATABASE_BLOCK_CORRUPTION,,2319,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$MTTR_TARGET_ADVICE,,2320,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$MTTR_TARGET_ADVICE,,2321,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$STATISTICS_LEVEL,,2322,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$STATISTICS_LEVEL,,2323,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$DELETED_OBJECT,,2324,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$DELETED_OBJECT,,2325,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$PROXY_DATAFILE,,2326,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$PROXY_DATAFILE,,2327,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$PROXY_ARCHIVEDLOG,,2328,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$PROXY_ARCHIVEDLOG,,2329,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$CONTROLFILE_RECORD_SECTION,,2330,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$CONTROLFILE_RECORD_SECTION,,2331,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$ARCHIVED_LOG,,2332,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$ARCHIVED_LOG,,2333,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$FOREIGN_ARCHIVED_LOG,,2334,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$FOREIGN_ARCHIVED_LOG,,2335,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$OFFLINE_RANGE,,2336,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$OFFLINE_RANGE,,2337,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$DATAFILE_COPY,,2338,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$DATAFILE_COPY,,2339,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$LOG_HISTORY,,2340,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$LOG_HISTORY,,2341,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$RECOVERY_LOG,,2342,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$RECOVERY_LOG,,2343,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$ARCHIVE_GAP,,2344,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$ARCHIVE_GAP,,2345,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$DATAFILE_HEADER,,2346,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$DATAFILE_HEADER,,2347,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$BACKUP_DEVICE,,2348,,VIEW,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
PUBLIC,GV$BACKUP_DEVICE,,2349,,SYNONYM,2014-05-29 13:10:58,2014-05-29 13:10:58,2014-05-29:13:10:58,VALID,N,N,N,1,
SYS,GV_$MANAGED_STANDBY,,2350,,VIEW,2014-05-29 13:10:59,2014-05-29 13:10:59,2014-05-29:13:10:59,VALID,N,N,N,1,
PUBLIC,GV$MANAGED_STANDBY,,2351,,SYNONYM,2014-05-29 13:10:59,2014-05-29 13:10:59,2014-05-29:13:10:59,VALID,N,N,N,1,
SYS,GV_$ARCHIVE_PROCESSES,,2352,,VIEW,2014-05-29 13:10:59,2014-05-29 13:10:59,2014-05-29:13:10:59,VALID,N,N,N,1,
PUBLIC,GV$ARCHIVE_PROCESSES,,2353,,SYNONYM,2014-05-29 13:10:59,2014-05-29 13:10:59,2014-05-29:13:10:59,VALID,N,N,N,1,
SYS,GV_$ARCHIVE_DEST,,2354,,VIEW,2014-05-29 13:10:59,2014-05-29 13:10:59,2014-05-29:13:10:59,VALID,N,N,N,1,
PUBLIC,GV$ARCHIVE_DEST,,2355,,SYNONYM,2014-05-29 13:10:59,2014-05-29 13:10:59,2014-05-29:13:10:59,VALID,N,N,N,1,
